"id";"COD. INSCRIPCION";"NOMBRE";"MODALIDAD";"CATEGORIA";"DIRECCION";"LOCALIDAD";"MUNICIPIO";"ZONA";"PLAZAS";"FECHA DE INSCRIPCION"
"1513";"UAT00453";"La Sarda";"Apartamento Turístico";"Segunda/2 Llaves";"Fray Ramón Zubieta 14 1A";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"5";"19/05/2016 0:00:00"
"1514";"UAT01199";"La Taconera";"Apartamento Turístico";"Segunda/2 Llaves";"San Antón 44 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"17/11/2021 0:00:00"
"1515";"UCR00894";"La Tahona";"Casa rural vivienda";"CRV 4 Estrellas";"La Tahona 27 ";"LERÍN";"LERÍN ";"La Ribera";"16";"11/03/2009 0:00:00"
"1516";"UAT01326";"La Teja";"Apartamento Turístico";"Tercera/1 Llave";"Fuente de la Teja 18 1ºD";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"04/08/2022 0:00:00"
"1517";"UAT01163";"La Terraza de Zahara";"Apartamento Turístico";"Tercera/1 Llave";"Juana María García Orcoyen 1 1º D";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"5";"20/08/2021 0:00:00"
"1518";"UAT00578";"La Tesenderia";"Apartamento Turístico";"Segunda/2 Llaves";"Rua Romana 8 1ºA";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"2";"31/05/2017 0:00:00"
"1519";"UAT00797";"La Torre";"Apartamento Turístico";"Segunda/2 Llaves";"San Francisco  5 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"5";"02/05/2018 0:00:00"
"1520";"UAT00154";"La Vieja Carpintería";"Apartamento Turístico";"Tercera/1 Llave";"Rafael Aizpún 6 ";"CAPARROSO";"CAPARROSO ";"La Ribera";"4";"25/11/2009 0:00:00"
"1521";"UVTR0523";"La Villa de Arinzano";"Vivienda Turística Rural";"Lujo/4 Llaves";"CTRA. NA-132 KM. 3,1 Poligono 2 Parcela 727";"ABERIN";"ABERIN  ";"Zona Media";"8";"31/03/2017 0:00:00"
"1522";"ucr00712";"Laardia I";"Casa rural vivienda";"CRV 1 Estrella";"San Pedro 24 ";"ARRARATS";"BASABURUA ";"Pirineos";"3";"16/08/2005 0:00:00"
"1523";"UCR00713";"Laardia II";"Casa rural vivienda";"CRV 1 Estrella";"San Pedro 24 ";"ARRARATS";"BASABURUA ";"Pirineos";"3";"16/08/2005 0:00:00"
"1524";"UPE00956";"Labaiengo Ostatua";"Pensión";"P*";"Karrikaburu 8 Labaiengo Ostatua";"BEINTZA-LABAIEN";"BEINTZA-LABAIEN ";"Pirineos";"10";"27/08/2020 0:00:00"
"1525";"ucr00205";"Labakia";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Labakia 0 ";"AZPILKUETA";"BAZTAN  ";"Pirineos";"5";"22/11/1993 0:00:00"
"1526";"UCR00099";"Labakizarra";"Casa rural vivienda";"CRV 1 Estrella";"Casa Labakia 0 ";"AZPILKUETA";"BAZTAN  ";"Pirineos";"8";"21/11/1990 0:00:00"
"1527";"ucr00567";"Labetxea";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Labetxea 0 ";"BARAIBAR";"LARRAUN ";"Pirineos";"6";"23/08/2002 0:00:00"
"1528";"UAT00800";"Lagunen  Etxea";"Apartamento Turístico";"Tercera/1 Llave";"Las Escuelas  1 ";"MUNIÁIN DE LA SOLANA,";"ABERIN  ";"Zona Media";"8";"08/05/2018 0:00:00"
"1529";"UCR01166";"Laizarrondo";"Casa rural vivienda";"CRV 3 Estrellas";"Eguzkialdea Auzoa 58 ";"ARANTZA";"ARANTZA ";"Pirineos";"8";"04/06/2020 0:00:00"
"1530";"UCR00632";"Lakoak";"Casa rural habitaciones";"CRH 3 Estrellas";"de la Fuente 0 S/N";"GARÍNOAIN";"GARÍNOAIN ";"Zona Media";"12";"15/03/2004 0:00:00"
"1531";"UCR01008";"Lakoizketa";"Casa rural vivienda";"CRV 2 Estrellas";"1210 65 Lakoizketa";"NARBARTE";"BERTIZARANA ";"Pirineos";"8";"05/12/2012 0:00:00"
"1532";"UVT01064";"Lakuntza";"Vivienda Turística";"Segunda/2 Llaves";"Arnatz 10 ";"LAKUNTZA";"LAKUNTZA  ";;"10";"24/07/2020 0:00:00"
"1533";"UATR0716";"Lamia";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Kontseilua 11 Casa Tresenea";"ITUREN";"ITUREN  ";"Pirineos";"2";"22/02/2018 0:00:00"
"1534";"UH000930";"Landaben";"Hotel";"2 Estrellas";"Landaben, c/ L 0 s/n";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"25";"08/01/2018 0:00:00"
"1535";"UCR00058";"Landaberroa";"Casa rural habitaciones";"CRH 1 Estrella";"Casa Landaberroa 0 ";"ARIZKUN";"BAZTAN  ";"Pirineos";"4";"06/11/1990 0:00:00"
"1536";"UVTR1201";"Landaburu Borda";"Vivienda Turística";"Segunda/2 Llaves";"Kaule 14 ";"BERA";"BERA  ";"Pirineos";"8";"14/12/2021 0:00:00"
"1537";"UCR01091";"Landakoborda";"Casa rural vivienda";"CRV 1 Estrella";"Ariztegi 0 ";"GARTZAIN";"BAZTAN  ";"Pirineos";"8";"19/08/2016 0:00:00"
"1538";"UCR01204";"Landatxoko";"Casa rural vivienda";"CRV 2 Estrellas";"Bordalarrea 24 ";"ARANTZA";"ARANTZA ";"Pirineos";"8";"17/04/2023 0:00:00"
"1539";"UCR00988";"Landazelaia";"Casa rural vivienda";"CRV 2 Estrellas";"Etxarri 0 ";"GARTZAIN";"BAZTAN  ";"Pirineos";"10";"04/04/2012 0:00:00"
"1540";"UCR00643";"Lantxurda";"Casa rural vivienda";"CRV 2 Estrellas";"San Pedro 0 S/N";"ABÍNZANO";"IBARGOITI ";"Pirineos";"16";"27/05/2004 0:00:00"
"1541";"UATR1066";"Laplaza";"Apartamento Turístico Rural";"Primera/3 Llaves";"de los Fueros 31 1º A";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"28/07/2020 0:00:00"
"1542";"UCR00863";"Larraenea";"Casa rural habitaciones";"CRH 1 Estrella";"Ote 7 ";"LESAKA";"LESAKA  ";"Pirineos";"6";"28/08/2008 0:00:00"
"1543";"ucr00564";"Larraldea";"Casa rural vivienda";"CRV 3 Estrellas";"Anzanborda 0 ";"ELIZONDO";"BAZTAN  ";"Pirineos";"6";"28/08/2002 0:00:00"
"1544";"ucr00613";"Larraldea I";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Gamioa 0 ";"GARTZAIN";"BAZTAN  ";"Pirineos";"10";"24/09/2003 0:00:00"
"1545";"ucr00614";"Larraldea II";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Gamioa 0 ";"GARTZAIN";"BAZTAN  ";"Pirineos";"8";"24/09/2003 0:00:00"
"1546";"ucr00471";"Larrapil I";"Casa rural vivienda";"CRV 1 Estrella";"Beko-Landa 14 ";"ETXALAR";"ETXALAR ";"Pirineos";"2";"23/02/2000 0:00:00"
"1547";"UVTR1388";"Larrapil Sarriku 14";"Vivienda Turística Rural";"Primera/3 Llaves";"Larrapil Sarriku  14 4 pol 1 parcela";"ETXALAR";"ETXALAR ";"Pirineos";"6";"20/02/2023 0:00:00"
"1548";"UAB00088";"Larrasoaña";"Albergue turístico";"del Camino de Santiago";"San Nicolas 17 ";"LARRASOAÑA";"ESTERIBAR ";"Pirineos";"32";"26/11/2014 0:00:00"
"1549";"UCR00999";"Larraya I";"Casa rural vivienda";"CRV 2 Estrellas";"San Juan 29 ";"MUNÁRRIZ";"GOÑI  ";"Cuenca de Pamplona";"10";"22/08/2012 0:00:00"
"1550";"UCR00999(II)";"Larraya II";"Casa rural vivienda";"CRV 2 Estrellas";"San Juan 29 ";"MUNÁRRIZ";"GOÑI  ";"Cuenca de Pamplona";"6";"22/08/2012 0:00:00"
"1551";"UHS00961";"Larrión";"Hostal";"HsG";"Urbasa 16 ";"LARRIÓN";"ALLÍN / ALLIN ";"Zona Media";"12";"17/03/2021 0:00:00"
"1552";"UCR01161";"Larriz";"Casa rural vivienda";"CRV 3 Estrellas";"San Martín 9 ";"ARTÁZCOZ";"CENDEA DE OLZA / OLTZA ZENDEA ";"Cuenca de Pamplona";"14";"03/04/2020 0:00:00"
"1553";"UCR00141";"Lartezarrea";"Casa rural vivienda";"CRV 1 Estrella";"Aintzialde 0 ";"ARIZKUN";"BAZTAN  ";"Pirineos";"6";"12/05/1992 0:00:00"
"1554";"UCR00938";"Las Ameskoas";"Casa rural vivienda";"CRV 2 Estrellas";"Gonea 16 ";"EULATE";"EULATE  ";"Pirineos";"10";"29/07/2010 0:00:00"
"1555";"UAT00146";"Las Eras";"Apartamento Turístico";"Primera/3 Llaves";"La Ermita 12 c";"MENDAVIA";"MENDAVIA  ";"La Ribera";"8";"01/09/2009 0:00:00"
"1556";"UCR00669";"Las Gemelas I";"Casa rural vivienda";"CRV 2 Estrellas";"Carmen 15 ";"MÉLIDA";"MÉLIDA  ";"La Ribera";"8";"23/12/2004 0:00:00"
"1557";"UCR00677";"Las Gemelas II";"Casa rural vivienda";"CRV 2 Estrellas";"Carmen 15 ";"MÉLIDA";"MÉLIDA  ";"La Ribera";"8";"08/02/2005 0:00:00"
"1558";"UVT00262";"Las Golondrinas";"Vivienda Turística";"Tercera/1 Llave";"Rebote 3 ";"LÁCAR";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"18";"12/02/2013 0:00:00"
"1559";"UPE00947";"Las Hojas";"Pensión";"P*";"Pamplona 2 3º B";"TUDELA";"TUDELA  ";"La Ribera";"9";"04/06/2019 0:00:00"
"1560";"UCR01129";"Las Layas";"Casa rural vivienda";"CRV 3 Estrellas";"Eugenio Mendioroz  9 ";"ARTAJONA";"ARTAJONA  ";"Zona Media";"6";"23/05/2018 0:00:00"
"1561";"UVT01456";"Las Mañanitas";"Vivienda Turística";"Primera/3 Llaves";"Escuela María 4 ";"TAFALLA";"TAFALLA ";"Zona Media";"6";"09/06/2023 0:00:00"
"1562";"UCR00979";"Las Tres Herraduras";"Casa rural vivienda";"CRV 1 Estrella";"Norte 15 ";"ARTAZU";"ARTAZU  ";"Cuenca de Pamplona";"6";"13/12/2011 0:00:00"
"1563";"UCR00646";"Lastur";"Casa rural vivienda";"CRV 2 Estrellas";"San Pedro 21 ";"BIZKARRETA-GERENDIAIN";"ERRO  ";"Pirineos";"6";"10/06/2004 0:00:00"
"1564";"UCR00474";"Latadia I";"Casa rural vivienda";"CRV 2 Estrellas";"Ordoki 0 s/n";"ARIZKUN";"BAZTAN  ";"Pirineos";"10";"01/03/2000 0:00:00"
"1565";"UHS00447";"Latorre";"Hostal";"HsG";"Pamplona-Huesca km. 40 0 ";"LIÉDENA";"LIÉDENA ";"Zona Media";"96";"12/05/1975 0:00:00"
"1566";"UCR00369";"Latxaberria";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Latxaberria 0 ";"AZPILKUETA";"BAZTAN  ";"Pirineos";"14";"01/04/1997 0:00:00"
"1567";"UHS00774";"Latxanea";"Hostal";"HsG";"Iortia 5 ";"ALTSASU/ALSASUA";"ALTSASU / ALSASUA ";"Pirineos";"8";"26/07/2004 0:00:00"
"1568";"UAT01510";"Lauak";"Apartamento Turístico";"Primera/3 Llaves";"Santiago 70 2º izda";"ELIZONDO";"BAZTAN  ";"Pirineos";"7";"28/08/2023 0:00:00"
"1569";"UVT01407";"Laura's Haus";"Vivienda Turística";"Primera/3 Llaves";"Herrerías 17 ";"TUDELA";"TUDELA  ";"La Ribera";"4";"26/03/2023 0:00:00"
"1570";"UAT00707";"Laurel";"Apartamento Turístico";"Primera/3 Llaves";"Laurel Tajadas 2 1ºB";"CORELLA";"CORELLA ";"La Ribera";"6";"16/02/2018 0:00:00"
"1571";"UCR00790";"Laxkanberria";"Casa rural habitaciones";"CRH 1 Estrella";"Barrio Urrutia 7 ";"ARRAIOZ";"BAZTAN  ";"Pirineos";"4";"25/04/2007 0:00:00"
"1572";"UCR00831";"Lazkano";"Casa rural vivienda";"CRV 3 Estrellas";"La Unión 18 ";"SAN MARTIN DE AMÉSCOA";"AMÉSCOA BAJA  ";"Pirineos";"8";"31/12/2007 0:00:00"
"1573";"uat00056";"Lazkano I y II";"Apartamento Turístico";"Primera/3 Llaves";"Felipe Gorriti 20 ";"UHARTE-ARAKIL";"UHARTE ARAKIL ";"Pirineos";"12";"27/07/2005 0:00:00"
"1574";"UCR01048";"Lazkotzenea";"Casa rural vivienda";"CRV 1 Estrella";"Txorrondo 19 ";"MEZKIRITZ";"ERRO  ";"Pirineos";"9";"31/05/2017 0:00:00"
"1575";"UCR00690";"Lazkua I";"Casa rural vivienda";"CRV 2 Estrellas";"Iturrucha 0 S/N";"ERAUL";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"7";"25/04/2005 0:00:00"
"1576";"UCR00691";"Lazkua II";"Casa rural vivienda";"CRV 2 Estrellas";"Lazkua 2 ";"ERAUL";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"8";"25/04/2005 0:00:00"
"1577";"UAT00540";"LC 58";"Apartamento Turístico";"Primera/3 Llaves";"Camino San Marcial 58 ";"TUDELA";"TUDELA  ";"La Ribera";"6";"16/03/2017 0:00:00"
"1578";"UCR00760";"Leciaga";"Casa rural vivienda";"CRV 2 Estrellas";"San Martín 12 ";"AZANZA";"GOÑI  ";"Cuenca de Pamplona";"12";"29/09/2006 0:00:00"
"1579";"UATR1096";"Legate";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Braulio Iriarte 37 1º B";"ELIZONDO";"BAZTAN  ";"Pirineos";"2";"24/09/2020 0:00:00"
"1580";"UATR1383";"Legate II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Braulio Iriarte 35 3 D";"ELIZONDO";"BAZTAN  ";"Pirineos";"4";"16/02/2023 0:00:00"
"1581";"UHS00935";"Legaz";"Hostal";"HsG";"La Roza 1 ";"FUNES";"FUNES ";"La Ribera";"25";"06/12/2018 0:00:00"
"1582";"UCR01056";"Leima";"Casa rural vivienda";"CRV 3 Estrellas";"Abadía 6 ";"LUMBIER";"LUMBIER ";"Pirineos";"8";"09/11/2015 0:00:00"
"1583";"UCR00738";"Leiza";"Casa rural vivienda";"CRV 2 Estrellas";"Mayor 10 ";"ETXAURI";"ETXAURI ";"Cuenca de Pamplona";"5";"10/04/2006 0:00:00"
"1584";"UAT00808";"Leku-Eder";"Apartamento Turístico";"Segunda/2 Llaves";"Baztanberri  1 2º E";"ELIZONDO";"BAZTAN  ";"Pirineos";"5";"29/06/2018 0:00:00"
"1585";"UH000918";"Lemik";"Hotel";"2 Estrellas";"de los Fueros 12 ";"ALTSASU/ALSASUA";"ALTSASU / ALSASUA ";"Pirineos";"13";"11/02/2017 0:00:00"
"1586";"UCR00919";"Lesakenea";"Casa rural vivienda";"CRV 4 Estrellas";"Gorriztaran 33 ";"LEITZA";"LEITZA  ";"Pirineos";"10";"18/03/2010 0:00:00"
"1587";"UCR01003";"Lesakenea II";"Casa rural vivienda";"CRV 2 Estrellas";"Gorriztaran 33 ";"LEITZA";"LEITZA  ";"Pirineos";"6";"30/10/2012 0:00:00"
"1588";"UH000360";"Leyre";"Hotel";"3 Estrellas";"Leyre 7 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"101";"13/09/1969 0:00:00"
"1589";"upe00693";"Leyre";"Pensión";"P**";"Fco. Bergamín 5 2º y 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"12";"01/07/1998 0:00:00"
"1590";"UAT00218";"Leyre";"Apartamento Turístico";"Primera/3 Llaves";"Leyre 24 1º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"5";"10/02/2012 0:00:00"
"1591";"UHS00900";"Leyre";"Hostal";"HsG";"Industrial, C/ D 2 ";"AZAGRA";"AZAGRA  ";"La Ribera";"16";"31/03/2014 0:00:00"
"1592";"UATR0620";"Lezegorria";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Iriartea 0 S/N";"URZAINQUI";"URZAINQUI / URZAINKI  ";"Pirineos";"4";"27/07/2017 0:00:00"
"1593";"UBQ00001";"Líbere Pamplona Yamaguchi";"Bloque apartamentos turísticos";;"Yamaguchi 12 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"76";"19/08/2022 0:00:00"
"1594";"UATXXX";"Licitaland";"Apartamento Turístico";;"Ramón Aguinaga 22 bajo dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"05/11/2023 0:00:00"
"1595";"UAT01370-1";"LindaPamplona Apartamentos (1º izq)";"Apartamento Turístico";"Segunda/2 Llaves";"Lindachiquia 4 1º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"07/12/2022 0:00:00"
"1596";"UAT01370-2";"LindaPamplona Apartamentos (2º Dcha)";"Apartamento Turístico";"Segunda/2 Llaves";"Lindachiquia 4 2º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"07/12/2022 0:00:00"
"1597";"UAT01370-4";"LindaPamplona Apartamentos (3ºdcha)";"Apartamento Turístico";"Segunda/2 Llaves";"Lindachiquia 4 3º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"07/12/2022 0:00:00"
"1598";"UAT01370-5";"LindaPamplona Apartamentos (3ºizda)";"Apartamento Turístico";"Segunda/2 Llaves";"Lindachiquia 4 3º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"07/12/2022 0:00:00"
"1599";"UAT01370-6";"LindaPamplona Apartamentos (4º dcha)";"Apartamento Turístico";"Segunda/2 Llaves";"Lindachiquia 4 4º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"07/12/2022 0:00:00"
"1600";"UAT01370-7";"LindaPamplona Apartamentos (4º izda)";"Apartamento Turístico";"Segunda/2 Llaves";"Lindachiquia 4 4º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"07/12/2022 0:00:00"
"1601";"UAT01370-3";"LindaPamplonaApartamentos (2 izda)";"Apartamento Turístico";"Segunda/2 Llaves";"Lindachiquia 4 2º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"07/12/2022 0:00:00"
"1602";"UAT00587";"Lindux Apart Pamplona";"Apartamento Turístico";"Segunda/2 Llaves";"Avenida Arostegui 7 2 C";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"31/05/2017 0:00:00"
"1603";"UAT00862";"Living Bardenas";"Apartamento Turístico";"Tercera/1 Llave";"Doctor Fleming  5 Bis ";"CASTEJÓN";"CASTEJÓN  ";"La Ribera";"7";"18/11/2018 0:00:00"
"1604";"UATR0837";"Lizanzu 1";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Real 46 2º Dcha";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"13/11/2018 0:00:00"
"1605";"UCR00502";"Lizardikoborda I";"Casa rural vivienda";"CRV 3 Estrellas";"Casa Atsotenea 0 ";"ARIZKUN";"BAZTAN  ";"Pirineos";"6";"27/12/2000 0:00:00"
"1606";"UCR00503";"Lizardikoborda II";"Casa rural vivienda";"CRV 3 Estrellas";"Casa Atsotenea 0 ";"ARIZKUN";"BAZTAN  ";"Pirineos";"2";"27/12/2000 0:00:00"
"1607";"UCT00009";"Lizarra";"Camping";"4 estrellas";"Ordoiz 0 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"1000";"07/02/1990 0:00:00"
"1608";"UAT01159";"Lizarra 49";"Apartamento Turístico";"Segunda/2 Llaves";"Lizarra 49 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"5";"11/08/2021 0:00:00"
"1609";"UAB00057";"Lizarragako Benta";"Albergue turístico";"2ª Categoria";"Alto de Lizarraga 0 NA-120, Km 25,7";"LIZARRAGA";"ERGOIENA  ";"Pirineos";"19";"24/02/2012 0:00:00"
"1610";"UAB00057";"Lizarragako Benta";"Albergue turístico";"2ª Categoria";"Alto de Lizarraga 0 NA-120, Km 25,7";"LIZARRAGA";"ERGOIENA  ";"Pirineos";"19";"24/02/2012 0:00:00"
"1611";"UVTR0958";"Lizarrosta";"Vivienda Turística Rural";"Segunda/2 Llaves";"La Fuente 15 ";"BAQUEDANO";"AMÉSCOA BAJA  ";"Zona Media";"5";"22/07/2019 0:00:00"
"1612";"UAT00143";"Lizartzanea";"Apartamento Turístico";"Segunda/2 Llaves";"Okillin 17 ";"LEITZA";"LEITZA  ";"Pirineos";"6";"24/07/2009 0:00:00"
"1613";"UHS00761";"Lizuniaga";"Hostal";"HsG";"Garaitarreta Auzoa 26 ";"BERA";"BERA  ";"Pirineos";"8";"10/09/2003 0:00:00"
"1614";"UAT01346";"Loft Bardenas RR46";"Apartamento Turístico";"Primera/3 Llaves";"Mayor 46 ";"RIBAFORADA";"RIBAFORADA  ";"La Ribera";"4";"27/09/2022 0:00:00"
"1615";"UAT01526";"Loft Céntico y Acogedor";"Apartamento Turístico";"Primera/3 Llaves";"Sangüesa 47 Bajo B";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"07/11/2023 0:00:00"
"1616";"UAT01472";"Loft Río Arga";"Apartamento Turístico";"Segunda/2 Llaves";"Río Arga 2 bajo B";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"20/06/2023 0:00:00"
"1617";"UAT01116";"Loft San Francisco 26";"Apartamento Turístico";"Tercera/1 Llave";"San Francisco 26 1ºD";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"16/03/2021 0:00:00"
"1618";"UAT01058";"Loft Trinquete";"Apartamento Turístico";"Segunda/2 Llaves";"Trinquete 4 ";"TUDELA";"TUDELA  ";"La Ribera";"2";"16/07/2020 0:00:00"
"1619";"UAT01250";"Lofts Posem";"Apartamento Turístico";"Segunda/2 Llaves";"Felisa Munárriz 3 bajo izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"15/03/2022 0:00:00"
